Havaintoasema;Päivä.Kuukausi.Vuosi Aika [Paikallinen aika];Keskituulen nopeus [m/s]
Helsinki-Vantaan lentoasema;19.12.2022 07:15;3.5
Helsinki-Vantaan lentoasema;19.12.2022 07:16;3.5
Helsinki-Vantaan lentoasema;19.12.2022 07:17;3.5
Helsinki-Vantaan lentoasema;19.12.2022 07:18;3.6
Helsinki-Vantaan lentoasema;19.12.2022 07:19;3.5
Helsinki-Vantaan lentoasema;19.12.2022 07:20;3.5
Helsinki-Vantaan lentoasema;19.12.2022 07:21;3.6
Helsinki-Vantaan lentoasema;19.12.2022 07:22;3.6
Helsinki-Vantaan lentoasema;19.12.2022 07:23;3.7
Helsinki-Vantaan lentoasema;19.12.2022 07:24;3.7
Helsinki-Vantaan lentoasema;19.12.2022 07:25;3.8
Helsinki-Vantaan lentoasema;19.12.2022 07:26;3.9
Helsinki-Vantaan lentoasema;19.12.2022 07:27;4
Helsinki-Vantaan lentoasema;19.12.2022 07:28;4
Helsinki-Vantaan lentoasema;19.12.2022 07:29;4
Helsinki-Vantaan lentoasema;19.12.2022 07:30;4.1
Helsinki-Vantaan lentoasema;19.12.2022 07:31;4
Helsinki-Vantaan lentoasema;19.12.2022 07:32;4.1
Helsinki-Vantaan lentoasema;19.12.2022 07:33;4.1
Helsinki-Vantaan lentoasema;19.12.2022 07:34;4.2
Helsinki-Vantaan lentoasema;19.12.2022 07:35;4.1
Helsinki-Vantaan lentoasema;19.12.2022 07:36;4
Helsinki-Vantaan lentoasema;19.12.2022 07:37;3.9
Helsinki-Vantaan lentoasema;19.12.2022 07:38;3.9
Helsinki-Vantaan lentoasema;19.12.2022 07:39;3.9
Helsinki-Vantaan lentoasema;19.12.2022 07:40;3.9
Helsinki-Vantaan lentoasema;19.12.2022 07:41;3.9
Helsinki-Vantaan lentoasema;19.12.2022 07:42;3.9
Helsinki-Vantaan lentoasema;19.12.2022 07:43;3.9
Helsinki-Vantaan lentoasema;19.12.2022 07:44;3.8
Helsinki-Vantaan lentoasema;19.12.2022 07:45;3.8
Helsinki-Vantaan lentoasema;19.12.2022 07:46;3.9
Helsinki-Vantaan lentoasema;19.12.2022 07:47;4
Helsinki-Vantaan lentoasema;19.12.2022 07:48;4.1
Helsinki-Vantaan lentoasema;19.12.2022 07:49;4.1
Helsinki-Vantaan lentoasema;19.12.2022 07:50;4.1
Helsinki-Vantaan lentoasema;19.12.2022 07:51;4.1
Helsinki-Vantaan lentoasema;19.12.2022 07:52;4.1
Helsinki-Vantaan lentoasema;19.12.2022 07:53;4.2
Helsinki-Vantaan lentoasema;19.12.2022 07:54;4.3
Helsinki-Vantaan lentoasema;19.12.2022 07:55;4.3
Helsinki-Vantaan lentoasema;19.12.2022 07:56;4.4
Helsinki-Vantaan lentoasema;19.12.2022 07:57;4.5
Helsinki-Vantaan lentoasema;19.12.2022 07:58;4.5
Helsinki-Vantaan lentoasema;19.12.2022 07:59;4.5
Helsinki-Vantaan lentoasema;19.12.2022 08:00;4.5
Helsinki-Vantaan lentoasema;19.12.2022 08:01;4.5
Helsinki-Vantaan lentoasema;19.12.2022 08:02;4.4
Helsinki-Vantaan lentoasema;19.12.2022 08:03;4.4
Helsinki-Vantaan lentoasema;19.12.2022 08:04;4.4
Helsinki-Vantaan lentoasema;19.12.2022 08:05;4.4
Helsinki-Vantaan lentoasema;19.12.2022 08:06;4.4
Helsinki-Vantaan lentoasema;19.12.2022 08:07;4.3
Helsinki-Vantaan lentoasema;19.12.2022 08:08;4.2
Helsinki-Vantaan lentoasema;19.12.2022 08:09;4.3
Helsinki-Vantaan lentoasema;19.12.2022 08:10;4.4
Helsinki-Vantaan lentoasema;19.12.2022 08:11;4.4
Helsinki-Vantaan lentoasema;19.12.2022 08:12;4.5
Helsinki-Vantaan lentoasema;19.12.2022 08:13;4.6
Helsinki-Vantaan lentoasema;19.12.2022 08:14;4.6
Helsinki-Vantaan lentoasema;19.12.2022 08:15;4.7
Helsinki-Vantaan lentoasema;19.12.2022 08:16;4.7
Helsinki-Vantaan lentoasema;19.12.2022 08:17;4.8
Helsinki-Vantaan lentoasema;19.12.2022 08:18;4.7
Helsinki-Vantaan lentoasema;19.12.2022 08:19;4.6
Helsinki-Vantaan lentoasema;19.12.2022 08:20;4.5
Helsinki-Vantaan lentoasema;19.12.2022 08:21;4.4
Helsinki-Vantaan lentoasema;19.12.2022 08:22;4.3
Helsinki-Vantaan lentoasema;19.12.2022 08:23;4.1
Helsinki-Vantaan lentoasema;19.12.2022 08:24;4
Helsinki-Vantaan lentoasema;19.12.2022 08:25;3.9
Helsinki-Vantaan lentoasema;19.12.2022 08:26;3.8
Helsinki-Vantaan lentoasema;19.12.2022 08:27;3.8
Helsinki-Vantaan lentoasema;19.12.2022 08:28;3.8
Helsinki-Vantaan lentoasema;19.12.2022 08:29;3.8
Helsinki-Vantaan lentoasema;19.12.2022 08:30;3.9
Helsinki-Vantaan lentoasema;19.12.2022 08:31;3.9
Helsinki-Vantaan lentoasema;19.12.2022 08:32;3.9
Helsinki-Vantaan lentoasema;19.12.2022 08:33;3.9
Helsinki-Vantaan lentoasema;19.12.2022 08:34;3.9
Helsinki-Vantaan lentoasema;19.12.2022 08:35;3.8
Helsinki-Vantaan lentoasema;19.12.2022 08:36;3.8
Helsinki-Vantaan lentoasema;19.12.2022 08:37;3.8
Helsinki-Vantaan lentoasema;19.12.2022 08:38;3.8
Helsinki-Vantaan lentoasema;19.12.2022 08:39;3.7
Helsinki-Vantaan lentoasema;19.12.2022 08:40;3.7
Helsinki-Vantaan lentoasema;19.12.2022 08:41;3.7
Helsinki-Vantaan lentoasema;19.12.2022 08:42;3.7
Helsinki-Vantaan lentoasema;19.12.2022 08:43;3.6
Helsinki-Vantaan lentoasema;19.12.2022 08:44;3.6
Helsinki-Vantaan lentoasema;19.12.2022 08:45;3.6
Helsinki-Vantaan lentoasema;19.12.2022 08:46;3.6
Helsinki-Vantaan lentoasema;19.12.2022 08:47;3.5
Helsinki-Vantaan lentoasema;19.12.2022 08:48;3.5
Helsinki-Vantaan lentoasema;19.12.2022 08:49;3.4
Helsinki-Vantaan lentoasema;19.12.2022 08:50;3.4
Helsinki-Vantaan lentoasema;19.12.2022 08:51;3.4
Helsinki-Vantaan lentoasema;19.12.2022 08:52;3.4
Helsinki-Vantaan lentoasema;19.12.2022 08:53;3.4
Helsinki-Vantaan lentoasema;19.12.2022 08:54;3.3
Helsinki-Vantaan lentoasema;19.12.2022 08:55;3.3
Helsinki-Vantaan lentoasema;19.12.2022 08:56;3.4
Helsinki-Vantaan lentoasema;19.12.2022 08:57;3.4
Helsinki-Vantaan lentoasema;19.12.2022 08:58;3.4
Helsinki-Vantaan lentoasema;19.12.2022 08:59;3.5
Helsinki-Vantaan lentoasema;19.12.2022 09:00;3.5
Helsinki-Vantaan lentoasema;19.12.2022 09:01;3.5
Helsinki-Vantaan lentoasema;19.12.2022 09:02;3.6
Helsinki-Vantaan lentoasema;19.12.2022 09:03;3.6
Helsinki-Vantaan lentoasema;19.12.2022 09:04;3.6
Helsinki-Vantaan lentoasema;19.12.2022 09:05;3.5
Helsinki-Vantaan lentoasema;19.12.2022 09:06;3.5
Helsinki-Vantaan lentoasema;19.12.2022 09:07;3.5
Helsinki-Vantaan lentoasema;19.12.2022 09:08;3.4
Helsinki-Vantaan lentoasema;19.12.2022 09:09;3.4
Helsinki-Vantaan lentoasema;19.12.2022 09:10;3.4
Helsinki-Vantaan lentoasema;19.12.2022 09:11;3.3
Helsinki-Vantaan lentoasema;19.12.2022 09:12;3.3
Helsinki-Vantaan lentoasema;19.12.2022 09:13;3.3
Helsinki-Vantaan lentoasema;19.12.2022 09:14;3.3
Helsinki-Vantaan lentoasema;19.12.2022 09:15;3.3
Helsinki-Vantaan lentoasema;19.12.2022 09:16;3.3
Helsinki-Vantaan lentoasema;19.12.2022 09:17;3.3
Helsinki-Vantaan lentoasema;19.12.2022 09:18;3.3
Helsinki-Vantaan lentoasema;19.12.2022 09:19;3.3
Helsinki-Vantaan lentoasema;19.12.2022 09:20;3.3
Helsinki-Vantaan lentoasema;19.12.2022 09:21;3.2
Helsinki-Vantaan lentoasema;19.12.2022 09:22;3.2
Helsinki-Vantaan lentoasema;19.12.2022 09:23;3.2
Helsinki-Vantaan lentoasema;19.12.2022 09:24;3.2
Helsinki-Vantaan lentoasema;19.12.2022 09:25;3.2
Helsinki-Vantaan lentoasema;19.12.2022 09:26;3.2
Helsinki-Vantaan lentoasema;19.12.2022 09:27;3.2
Helsinki-Vantaan lentoasema;19.12.2022 09:28;3.2
Helsinki-Vantaan lentoasema;19.12.2022 09:29;3.1
Helsinki-Vantaan lentoasema;19.12.2022 09:30;3.1
Helsinki-Vantaan lentoasema;19.12.2022 09:31;3.2
Helsinki-Vantaan lentoasema;19.12.2022 09:32;3.2
Helsinki-Vantaan lentoasema;19.12.2022 09:33;3.1
Helsinki-Vantaan lentoasema;19.12.2022 09:34;3.1
Helsinki-Vantaan lentoasema;19.12.2022 09:35;3
Helsinki-Vantaan lentoasema;19.12.2022 09:36;3
Helsinki-Vantaan lentoasema;19.12.2022 09:37;2.9
Helsinki-Vantaan lentoasema;19.12.2022 09:38;2.9
Helsinki-Vantaan lentoasema;19.12.2022 09:39;2.8
Helsinki-Vantaan lentoasema;19.12.2022 09:40;2.7
Helsinki-Vantaan lentoasema;19.12.2022 09:41;2.7
Helsinki-Vantaan lentoasema;19.12.2022 09:42;2.6
Helsinki-Vantaan lentoasema;19.12.2022 09:43;2.6
Helsinki-Vantaan lentoasema;19.12.2022 09:44;2.5
Helsinki-Vantaan lentoasema;19.12.2022 09:45;2.5
Helsinki-Vantaan lentoasema;19.12.2022 09:46;2.5
Helsinki-Vantaan lentoasema;19.12.2022 09:47;2.4
Helsinki-Vantaan lentoasema;19.12.2022 09:48;2.5
Helsinki-Vantaan lentoasema;19.12.2022 09:49;2.5
Helsinki-Vantaan lentoasema;19.12.2022 09:50;2.5
Helsinki-Vantaan lentoasema;19.12.2022 09:51;2.6
Helsinki-Vantaan lentoasema;19.12.2022 09:52;2.6
Helsinki-Vantaan lentoasema;19.12.2022 09:53;2.7
Helsinki-Vantaan lentoasema;19.12.2022 09:54;2.7
Helsinki-Vantaan lentoasema;19.12.2022 09:55;2.7
Helsinki-Vantaan lentoasema;19.12.2022 09:56;2.8
Helsinki-Vantaan lentoasema;19.12.2022 09:57;2.8
Helsinki-Vantaan lentoasema;19.12.2022 09:58;2.9
Helsinki-Vantaan lentoasema;19.12.2022 09:59;2.9
Helsinki-Vantaan lentoasema;19.12.2022 10:00;3
Helsinki-Vantaan lentoasema;19.12.2022 10:01;3
Helsinki-Vantaan lentoasema;19.12.2022 10:02;3
Helsinki-Vantaan lentoasema;19.12.2022 10:03;3
Helsinki-Vantaan lentoasema;19.12.2022 10:04;3
Helsinki-Vantaan lentoasema;19.12.2022 10:05;3
Helsinki-Vantaan lentoasema;19.12.2022 10:06;3
Helsinki-Vantaan lentoasema;19.12.2022 10:07;2.9
Helsinki-Vantaan lentoasema;19.12.2022 10:08;2.9
Helsinki-Vantaan lentoasema;19.12.2022 10:09;2.9
Helsinki-Vantaan lentoasema;19.12.2022 10:10;2.8
Helsinki-Vantaan lentoasema;19.12.2022 10:11;2.8
Helsinki-Vantaan lentoasema;19.12.2022 10:12;2.7
Helsinki-Vantaan lentoasema;19.12.2022 10:13;2.7
Helsinki-Vantaan lentoasema;19.12.2022 10:14;2.7
Helsinki-Vantaan lentoasema;19.12.2022 10:15;2.7
Helsinki-Vantaan lentoasema;19.12.2022 10:16;2.7
Helsinki-Vantaan lentoasema;19.12.2022 10:17;2.7
Helsinki-Vantaan lentoasema;19.12.2022 10:18;2.7
Helsinki-Vantaan lentoasema;19.12.2022 10:19;2.6
Helsinki-Vantaan lentoasema;19.12.2022 10:20;2.6
Helsinki-Vantaan lentoasema;19.12.2022 10:21;2.5
Helsinki-Vantaan lentoasema;19.12.2022 10:22;2.5
Helsinki-Vantaan lentoasema;19.12.2022 10:23;2.4
Helsinki-Vantaan lentoasema;19.12.2022 10:24;2.4
Helsinki-Vantaan lentoasema;19.12.2022 10:25;2.4
Helsinki-Vantaan lentoasema;19.12.2022 10:26;2.4
Helsinki-Vantaan lentoasema;19.12.2022 10:27;2.4
Helsinki-Vantaan lentoasema;19.12.2022 10:28;2.4
Helsinki-Vantaan lentoasema;19.12.2022 10:29;2.4
Helsinki-Vantaan lentoasema;19.12.2022 10:30;2.5
Helsinki-Vantaan lentoasema;19.12.2022 10:31;2.5
Helsinki-Vantaan lentoasema;19.12.2022 10:32;2.6
Helsinki-Vantaan lentoasema;19.12.2022 10:33;2.6
Helsinki-Vantaan lentoasema;19.12.2022 10:34;2.6
Helsinki-Vantaan lentoasema;19.12.2022 10:35;2.6
Helsinki-Vantaan lentoasema;19.12.2022 10:36;2.6
Helsinki-Vantaan lentoasema;19.12.2022 10:37;2.6
Helsinki-Vantaan lentoasema;19.12.2022 10:38;2.6
Helsinki-Vantaan lentoasema;19.12.2022 10:39;2.5
Helsinki-Vantaan lentoasema;19.12.2022 10:40;2.5
Helsinki-Vantaan lentoasema;19.12.2022 10:41;2.5
Helsinki-Vantaan lentoasema;19.12.2022 10:42;2.5
Helsinki-Vantaan lentoasema;19.12.2022 10:43;2.4
Helsinki-Vantaan lentoasema;19.12.2022 10:44;2.4
Helsinki-Vantaan lentoasema;19.12.2022 10:45;2.5
Helsinki-Vantaan lentoasema;19.12.2022 10:46;2.5
Helsinki-Vantaan lentoasema;19.12.2022 10:47;2.6
Helsinki-Vantaan lentoasema;19.12.2022 10:48;2.7
Helsinki-Vantaan lentoasema;19.12.2022 10:49;2.8
Helsinki-Vantaan lentoasema;19.12.2022 10:50;2.9
Helsinki-Vantaan lentoasema;19.12.2022 10:51;3
Helsinki-Vantaan lentoasema;19.12.2022 10:52;3
Helsinki-Vantaan lentoasema;19.12.2022 10:53;3.1
Helsinki-Vantaan lentoasema;19.12.2022 10:54;3.2
Helsinki-Vantaan lentoasema;19.12.2022 10:55;3.4
Helsinki-Vantaan lentoasema;19.12.2022 10:56;3.4
Helsinki-Vantaan lentoasema;19.12.2022 10:57;3.5
Helsinki-Vantaan lentoasema;19.12.2022 10:58;3.5
Helsinki-Vantaan lentoasema;19.12.2022 10:59;3.5
Helsinki-Vantaan lentoasema;19.12.2022 11:00;3.6
Helsinki-Vantaan lentoasema;19.12.2022 11:01;3.6
Helsinki-Vantaan lentoasema;19.12.2022 11:02;3.6
Helsinki-Vantaan lentoasema;19.12.2022 11:03;3.6
Helsinki-Vantaan lentoasema;19.12.2022 11:04;3.6
Helsinki-Vantaan lentoasema;19.12.2022 11:05;3.5
Helsinki-Vantaan lentoasema;19.12.2022 11:06;3.5
Helsinki-Vantaan lentoasema;19.12.2022 11:07;3.5
Helsinki-Vantaan lentoasema;19.12.2022 11:08;3.4
Helsinki-Vantaan lentoasema;19.12.2022 11:09;3.4
Helsinki-Vantaan lentoasema;19.12.2022 11:10;3.4
Helsinki-Vantaan lentoasema;19.12.2022 11:11;3.3
Helsinki-Vantaan lentoasema;19.12.2022 11:12;3.3
Helsinki-Vantaan lentoasema;19.12.2022 11:13;3.3
Helsinki-Vantaan lentoasema;19.12.2022 11:14;3.3
Helsinki-Vantaan lentoasema;19.12.2022 11:15;3.3
Helsinki-Vantaan lentoasema;19.12.2022 11:16;3.3
Helsinki-Vantaan lentoasema;19.12.2022 11:17;3.3
Helsinki-Vantaan lentoasema;19.12.2022 11:18;3.3
Helsinki-Vantaan lentoasema;19.12.2022 11:19;3.3
Helsinki-Vantaan lentoasema;19.12.2022 11:20;3.4
Helsinki-Vantaan lentoasema;19.12.2022 11:21;3.5
Helsinki-Vantaan lentoasema;19.12.2022 11:22;3.6
Helsinki-Vantaan lentoasema;19.12.2022 11:23;3.6
Helsinki-Vantaan lentoasema;19.12.2022 11:24;3.6
Helsinki-Vantaan lentoasema;19.12.2022 11:25;3.6
Helsinki-Vantaan lentoasema;19.12.2022 11:26;3.5
Helsinki-Vantaan lentoasema;19.12.2022 11:27;3.6
Helsinki-Vantaan lentoasema;19.12.2022 11:28;3.5
Helsinki-Vantaan lentoasema;19.12.2022 11:29;3.5
Helsinki-Vantaan lentoasema;19.12.2022 11:30;3.4
Helsinki-Vantaan lentoasema;19.12.2022 11:31;3.3
Helsinki-Vantaan lentoasema;19.12.2022 11:32;3.1
Helsinki-Vantaan lentoasema;19.12.2022 11:33;3.1
Helsinki-Vantaan lentoasema;19.12.2022 11:34;3.1
Helsinki-Vantaan lentoasema;19.12.2022 11:35;3
Helsinki-Vantaan lentoasema;19.12.2022 11:36;3
Helsinki-Vantaan lentoasema;19.12.2022 11:37;2.9
Helsinki-Vantaan lentoasema;19.12.2022 11:38;2.8
Helsinki-Vantaan lentoasema;19.12.2022 11:39;2.7
Helsinki-Vantaan lentoasema;19.12.2022 11:40;2.6
Helsinki-Vantaan lentoasema;19.12.2022 11:41;2.6
Helsinki-Vantaan lentoasema;19.12.2022 11:42;2.5
Helsinki-Vantaan lentoasema;19.12.2022 11:43;2.4
Helsinki-Vantaan lentoasema;19.12.2022 11:44;2.3
Helsinki-Vantaan lentoasema;19.12.2022 11:45;2.2
Helsinki-Vantaan lentoasema;19.12.2022 11:46;2.1
Helsinki-Vantaan lentoasema;19.12.2022 11:47;2.1
Helsinki-Vantaan lentoasema;19.12.2022 11:48;2.1
Helsinki-Vantaan lentoasema;19.12.2022 11:49;2.1
Helsinki-Vantaan lentoasema;19.12.2022 11:50;2.1
Helsinki-Vantaan lentoasema;19.12.2022 11:51;2.1
Helsinki-Vantaan lentoasema;19.12.2022 11:52;2.1
Helsinki-Vantaan lentoasema;19.12.2022 11:53;2.1
Helsinki-Vantaan lentoasema;19.12.2022 11:54;2.2
Helsinki-Vantaan lentoasema;19.12.2022 11:55;2.3
Helsinki-Vantaan lentoasema;19.12.2022 11:56;2.4
Helsinki-Vantaan lentoasema;19.12.2022 11:57;2.5
Helsinki-Vantaan lentoasema;19.12.2022 11:58;2.5
Helsinki-Vantaan lentoasema;19.12.2022 11:59;2.6
Helsinki-Vantaan lentoasema;19.12.2022 12:00;2.6
Helsinki-Vantaan lentoasema;19.12.2022 12:01;2.7
Helsinki-Vantaan lentoasema;19.12.2022 12:02;2.7
Helsinki-Vantaan lentoasema;19.12.2022 12:03;2.7
Helsinki-Vantaan lentoasema;19.12.2022 12:04;2.6
Helsinki-Vantaan lentoasema;19.12.2022 12:05;2.6
Helsinki-Vantaan lentoasema;19.12.2022 12:06;2.6
Helsinki-Vantaan lentoasema;19.12.2022 12:07;2.6
Helsinki-Vantaan lentoasema;19.12.2022 12:08;2.5
Helsinki-Vantaan lentoasema;19.12.2022 12:09;2.4
Helsinki-Vantaan lentoasema;19.12.2022 12:10;2.4
Helsinki-Vantaan lentoasema;19.12.2022 12:11;2.3
Helsinki-Vantaan lentoasema;19.12.2022 12:12;2.2
Helsinki-Vantaan lentoasema;19.12.2022 12:13;2.2
Helsinki-Vantaan lentoasema;19.12.2022 12:14;2.1
Helsinki-Vantaan lentoasema;19.12.2022 12:15;2.1
Helsinki-Vantaan lentoasema;19.12.2022 12:16;2.1
Helsinki-Vantaan lentoasema;19.12.2022 12:17;2
Helsinki-Vantaan lentoasema;19.12.2022 12:18;2.1
Helsinki-Vantaan lentoasema;19.12.2022 12:19;2.1
Helsinki-Vantaan lentoasema;19.12.2022 12:20;2.1
Helsinki-Vantaan lentoasema;19.12.2022 12:21;2.1
Helsinki-Vantaan lentoasema;19.12.2022 12:22;2.1
Helsinki-Vantaan lentoasema;19.12.2022 12:23;2.1
Helsinki-Vantaan lentoasema;19.12.2022 12:24;2.2
Helsinki-Vantaan lentoasema;19.12.2022 12:25;2.2
Helsinki-Vantaan lentoasema;19.12.2022 12:26;2.2
Helsinki-Vantaan lentoasema;19.12.2022 12:27;2.2
Helsinki-Vantaan lentoasema;19.12.2022 12:28;2.2
Helsinki-Vantaan lentoasema;19.12.2022 12:29;2.2
Helsinki-Vantaan lentoasema;19.12.2022 12:30;2.3
Helsinki-Vantaan lentoasema;19.12.2022 12:31;2.3
Helsinki-Vantaan lentoasema;19.12.2022 12:32;2.3
Helsinki-Vantaan lentoasema;19.12.2022 12:33;2.3
Helsinki-Vantaan lentoasema;19.12.2022 12:34;2.3
Helsinki-Vantaan lentoasema;19.12.2022 12:35;2.4
Helsinki-Vantaan lentoasema;19.12.2022 12:36;2.4
Helsinki-Vantaan lentoasema;19.12.2022 12:37;2.5
Helsinki-Vantaan lentoasema;19.12.2022 12:38;2.5
Helsinki-Vantaan lentoasema;19.12.2022 12:39;2.6
Helsinki-Vantaan lentoasema;19.12.2022 12:40;2.6
Helsinki-Vantaan lentoasema;19.12.2022 12:41;2.7
Helsinki-Vantaan lentoasema;19.12.2022 12:42;2.7
Helsinki-Vantaan lentoasema;19.12.2022 12:43;2.7
Helsinki-Vantaan lentoasema;19.12.2022 12:44;2.8
Helsinki-Vantaan lentoasema;19.12.2022 12:45;2.7
Helsinki-Vantaan lentoasema;19.12.2022 12:46;2.7
Helsinki-Vantaan lentoasema;19.12.2022 12:47;2.7
Helsinki-Vantaan lentoasema;19.12.2022 12:48;2.6
Helsinki-Vantaan lentoasema;19.12.2022 12:49;2.6
Helsinki-Vantaan lentoasema;19.12.2022 12:50;2.5
Helsinki-Vantaan lentoasema;19.12.2022 12:51;2.4
Helsinki-Vantaan lentoasema;19.12.2022 12:52;2.4
Helsinki-Vantaan lentoasema;19.12.2022 12:53;2.3
Helsinki-Vantaan lentoasema;19.12.2022 12:54;2.2
Helsinki-Vantaan lentoasema;19.12.2022 12:55;2.1
Helsinki-Vantaan lentoasema;19.12.2022 12:56;2
Helsinki-Vantaan lentoasema;19.12.2022 12:57;2
Helsinki-Vantaan lentoasema;19.12.2022 12:58;1.9
Helsinki-Vantaan lentoasema;19.12.2022 12:59;1.8
Helsinki-Vantaan lentoasema;19.12.2022 13:00;1.7
Helsinki-Vantaan lentoasema;19.12.2022 13:01;1.7
Helsinki-Vantaan lentoasema;19.12.2022 13:02;1.6
Helsinki-Vantaan lentoasema;19.12.2022 13:03;1.5
Helsinki-Vantaan lentoasema;19.12.2022 13:04;1.5
Helsinki-Vantaan lentoasema;19.12.2022 13:05;1.5
Helsinki-Vantaan lentoasema;19.12.2022 13:06;1.5
Helsinki-Vantaan lentoasema;19.12.2022 13:07;1.5
Helsinki-Vantaan lentoasema;19.12.2022 13:08;1.5
Helsinki-Vantaan lentoasema;19.12.2022 13:09;1.5
Helsinki-Vantaan lentoasema;19.12.2022 13:10;1.5
Helsinki-Vantaan lentoasema;19.12.2022 13:11;1.5
Helsinki-Vantaan lentoasema;19.12.2022 13:12;1.6
Helsinki-Vantaan lentoasema;19.12.2022 13:13;1.7
Helsinki-Vantaan lentoasema;19.12.2022 13:14;1.7
Helsinki-Vantaan lentoasema;19.12.2022 13:15;1.7
Helsinki-Vantaan lentoasema;19.12.2022 13:16;1.8
Helsinki-Vantaan lentoasema;19.12.2022 13:17;1.8
Helsinki-Vantaan lentoasema;19.12.2022 13:18;1.9
Helsinki-Vantaan lentoasema;19.12.2022 13:19;1.9
Helsinki-Vantaan lentoasema;19.12.2022 13:20;1.9
Helsinki-Vantaan lentoasema;19.12.2022 13:21;2
Helsinki-Vantaan lentoasema;19.12.2022 13:22;2
Helsinki-Vantaan lentoasema;19.12.2022 13:23;2
Helsinki-Vantaan lentoasema;19.12.2022 13:24;2.1
Helsinki-Vantaan lentoasema;19.12.2022 13:25;2.1
Helsinki-Vantaan lentoasema;19.12.2022 13:26;2.2
Helsinki-Vantaan lentoasema;19.12.2022 13:27;2.2
Helsinki-Vantaan lentoasema;19.12.2022 13:28;2.3
Helsinki-Vantaan lentoasema;19.12.2022 13:29;2.4
Helsinki-Vantaan lentoasema;19.12.2022 13:30;2.5
Helsinki-Vantaan lentoasema;19.12.2022 13:31;2.5
Helsinki-Vantaan lentoasema;19.12.2022 13:32;2.6
Helsinki-Vantaan lentoasema;19.12.2022 13:33;2.6
Helsinki-Vantaan lentoasema;19.12.2022 13:34;2.7
Helsinki-Vantaan lentoasema;19.12.2022 13:35;2.7
Helsinki-Vantaan lentoasema;19.12.2022 13:36;2.7
Helsinki-Vantaan lentoasema;19.12.2022 13:37;2.8
Helsinki-Vantaan lentoasema;19.12.2022 13:38;2.8
Helsinki-Vantaan lentoasema;19.12.2022 13:39;2.8
Helsinki-Vantaan lentoasema;19.12.2022 13:40;2.8
Helsinki-Vantaan lentoasema;19.12.2022 13:41;2.8
Helsinki-Vantaan lentoasema;19.12.2022 13:42;2.8
Helsinki-Vantaan lentoasema;19.12.2022 13:43;2.8
Helsinki-Vantaan lentoasema;19.12.2022 13:44;2.8
Helsinki-Vantaan lentoasema;19.12.2022 13:45;2.9
Helsinki-Vantaan lentoasema;19.12.2022 13:46;2.9
Helsinki-Vantaan lentoasema;19.12.2022 13:47;2.9
Helsinki-Vantaan lentoasema;19.12.2022 13:48;2.9
Helsinki-Vantaan lentoasema;19.12.2022 13:49;2.9
Helsinki-Vantaan lentoasema;19.12.2022 13:50;2.9
Helsinki-Vantaan lentoasema;19.12.2022 13:51;3
Helsinki-Vantaan lentoasema;19.12.2022 13:52;3.1
Helsinki-Vantaan lentoasema;19.12.2022 13:53;3.1
Helsinki-Vantaan lentoasema;19.12.2022 13:54;3.1
Helsinki-Vantaan lentoasema;19.12.2022 13:55;3.2
Helsinki-Vantaan lentoasema;19.12.2022 13:56;3.2
Helsinki-Vantaan lentoasema;19.12.2022 13:57;3.3
Helsinki-Vantaan lentoasema;19.12.2022 13:58;3.3
Helsinki-Vantaan lentoasema;19.12.2022 13:59;3.4
Helsinki-Vantaan lentoasema;19.12.2022 14:00;3.4
Helsinki-Vantaan lentoasema;19.12.2022 14:01;3.4
Helsinki-Vantaan lentoasema;19.12.2022 14:02;3.4
Helsinki-Vantaan lentoasema;19.12.2022 14:03;3.4
Helsinki-Vantaan lentoasema;19.12.2022 14:04;3.4
Helsinki-Vantaan lentoasema;19.12.2022 14:05;3.5
Helsinki-Vantaan lentoasema;19.12.2022 14:06;3.5
Helsinki-Vantaan lentoasema;19.12.2022 14:07;3.5
Helsinki-Vantaan lentoasema;19.12.2022 14:08;3.5
Helsinki-Vantaan lentoasema;19.12.2022 14:09;3.6
Helsinki-Vantaan lentoasema;19.12.2022 14:10;3.6
Helsinki-Vantaan lentoasema;19.12.2022 14:11;3.6
Helsinki-Vantaan lentoasema;19.12.2022 14:12;3.6
Helsinki-Vantaan lentoasema;19.12.2022 14:13;3.6
Helsinki-Vantaan lentoasema;19.12.2022 14:14;3.6
Helsinki-Vantaan lentoasema;19.12.2022 14:15;3.6
Helsinki-Vantaan lentoasema;19.12.2022 14:16;3.5
Helsinki-Vantaan lentoasema;19.12.2022 14:17;3.5
Helsinki-Vantaan lentoasema;19.12.2022 14:18;3.5
Helsinki-Vantaan lentoasema;19.12.2022 14:19;3.5
Helsinki-Vantaan lentoasema;19.12.2022 14:20;3.5
Helsinki-Vantaan lentoasema;19.12.2022 14:21;3.6
Helsinki-Vantaan lentoasema;19.12.2022 14:22;3.6
Helsinki-Vantaan lentoasema;19.12.2022 14:23;3.7
Helsinki-Vantaan lentoasema;19.12.2022 14:24;3.8
Helsinki-Vantaan lentoasema;19.12.2022 14:25;3.8
Helsinki-Vantaan lentoasema;19.12.2022 14:26;3.8
Helsinki-Vantaan lentoasema;19.12.2022 14:27;3.8
Helsinki-Vantaan lentoasema;19.12.2022 14:28;3.8
Helsinki-Vantaan lentoasema;19.12.2022 14:29;3.7
Helsinki-Vantaan lentoasema;19.12.2022 14:30;3.7
Helsinki-Vantaan lentoasema;19.12.2022 14:31;3.6
